0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,sample
-0.94849485,-0.16413249,1.3313328,-0.8203964,1.0495293,1.5609419,-0.43667254,1.34618,-0.43413728,0.83048445,0.038137674,-1.2244425,0.42200673,1.5426139,0.9047228,-2.0684853,0.25689375,-1.7212558,-0.7400335,-1.0069797,0
1.034071,-0.19520615,0.26688462,-1.3588402,0.22204278,0.4213,0.83568287,-0.0005148351,0.8188584,-1.3801035,1.132164,0.4677549,-1.2203251,1.3739685,-0.10351631,-1.5203195,1.1555238,-0.30607325,-0.4554896,-0.97424996,0
-0.58571994,0.5399375,1.2508733,-0.5702834,1.8416151,2.0901632,-1.2506971,-1.3630179,1.4765126,-0.020333186,-1.3829088,0.4070174,-0.346529,-0.70951635,0.12533931,0.21829201,1.7052964,-1.0597376,-0.22763008,-0.75791,0
-1.357406,-0.98295754,-0.25471467,0.35348952,1.0558071,-0.19186568,-1.1465018,-0.8516,1.1841565,-0.11671385,-0.770911,-1.7101244,-0.90393674,0.8024607,-0.7515205,0.71323395,2.4263434,1.8202486,0.9917749,-1.1998911,0
0.36865568,-0.8636979,-1.0786982,1.446694,0.49278265,0.4333672,-0.49781334,0.59097385,0.8449747,-1.167669,-2.318054,-2.135567,0.23309124,0.50254595,-0.023643732,1.7057091,-0.64006615,0.39329123,0.94477266,-1.0357577,0
1.5773734,1.24688,1.1187184,2.5193076,-1.4684799,0.8872594,-0.56968904,0.1898602,0.25133377,-0.53896385,-0.7390021,1.8717713,0.3744065,-0.5080981,-0.6571848,0.7445649,-0.05653721,-0.35509148,0.08698976,0.3121717,0
-0.53830004,-1.7418296,-0.53960836,-0.44139084,0.39070427,0.9685965,-0.8149992,0.44700444,-0.34753102,0.34015208,0.6234344,0.5493861,0.9638213,-0.51558137,-0.89149916,-0.31353873,0.16692276,-0.07700062,-2.7755742,-0.87924236,0
-0.6560197,-0.01772073,1.2304277,1.0043895,-1.2811508,0.5508318,-0.50842166,0.9118345,2.089736,-0.23423624,0.86007875,0.8280442,0.93585914,-1.454814,1.0204984,0.24299857,0.1288496,-1.1248561,1.1275445,-0.7254602,0
0.50626844,0.36077178,-1.0993369,0.12296379,-1.85321,0.29666868,0.323173,0.11235494,0.12613204,-0.28248808,-0.78682387,-0.79030097,-0.8505979,-1.6004047,0.18311068,1.4731246,-0.69032764,-0.21541882,0.67032045,0.24439344,0
-0.12343168,-0.031780235,-2.1239111,-0.44201112,0.59001803,0.4685862,0.59900796,1.5892158,0.19270921,0.7334253,0.5283865,1.4701934,0.3907125,-0.8211102,-0.14628881,1.3686873,-0.11656533,-0.05769375,-1.0630304,-0.00047692657,0
-0.5544789,0.7849815,-0.12649515,-0.88897294,0.23791516,0.06727803,-0.44526547,0.044499964,0.4829759,0.16628076,-1.3164512,1.5719709,-1.2718047,-1.271158,0.83997256,-1.3064678,-1.4984236,-0.3412415,0.292961,-0.4848119,0
0.61404073,1.4305289,0.7422453,-1.2466434,-0.003416352,0.38743582,-1.1810937,0.69248056,0.1556826,0.14757933,-0.14774095,1.0192677,0.97415304,-0.75538266,1.1594704,-0.697731,-0.62488484,0.7286043,0.8438062,-0.44709057,0
-0.6824826,-0.1985807,-1.0293665,-1.0429431,0.09496929,0.62308323,0.08306333,-2.1208193,-0.835702,2.1801705,-0.14982106,-1.2992022,0.49166405,-0.5273683,0.41169584,0.45477086,0.6293715,0.50865614,-1.5246127,-0.4888094,0
-0.45014632,0.090984255,-1.6819851,0.24872555,1.410916,2.6828144,-0.91359496,-1.1814101,0.7091773,-0.1613922,-1.2963381,-1.0366573,-0.35702544,-0.770288,0.644806,0.91499144,0.73602027,0.15309402,0.5568086,-0.4527426,0
-1.4830613,-0.02949661,0.100058295,-0.48804057,1.8958126,0.06164351,0.3555874,-0.08113832,0.676414,-1.528982,-1.1922599,1.8181968,1.7066332,-1.3456081,-1.1867929,-0.34114945,-0.86983925,0.21767557,-0.3589114,-0.10150954,0
1.7820079,1.0732875,-0.8220819,0.101146996,-0.43014055,0.39813435,-0.920005,1.1712369,-0.5283117,-2.6023486,0.03999217,-0.649438,1.1063858,-1.9818654,0.035473615,1.7088629,-0.46532172,-2.7597456,0.8008082,0.9932844,0
0.8103863,-0.6420196,-0.8672124,-0.027346887,2.3245919,0.13453305,0.19851258,0.25567222,-1.2332934,-1.0506649,0.4451658,1.0658764,1.0840852,0.7618644,0.36442816,0.6169497,1.3725475,0.42988044,0.14910981,-0.4537583,0
-0.025166452,-0.9620931,-0.37099427,-0.16329128,1.9930245,-0.8449961,-0.1262995,-0.04638812,-1.0987178,-1.2260206,0.8740269,0.27739203,-1.7116973,1.7526435,0.5550917,0.06096591,1.5021623,-0.27829152,0.35906506,-1.5405045,0
-0.0026073009,0.5688811,1.4021292,-1.1903343,0.57232106,-2.0835967,-0.06303254,-1.6181508,-0.87409043,0.92302537,-0.22452274,-1.3552133,-1.6121652,-1.3921169,0.27265325,0.7267959,0.6416287,-0.669271,-0.90271,2.0544167,0
-0.5285406,-0.4099484,1.3755721,0.7741102,-1.4896232,0.22179562,-2.0195754,-0.27293986,-0.03387694,0.16262294,0.49881974,-0.15549305,0.11347777,-0.3681319,-0.45805565,-1.67471,1.1147091,-0.84704405,0.52089214,-0.82774526,0
-0.0950533,0.695562,-0.4463719,-1.2296896,-1.471071,0.80237824,1.7048843,0.6379066,0.37093776,-0.23245215,0.5946132,-0.09353462,0.17747551,0.3586867,0.34620398,0.97271997,0.49279243,-1.0133141,0.5449165,-2.2984154,0
-0.9666562,0.40974936,-0.23252715,-0.5851864,1.9814385,-0.02701366,-0.85481304,0.28746852,0.25365874,-0.44678968,-0.194101,0.93299794,-1.4270663,0.4473197,0.6799416,0.5379463,2.7470417,0.76383686,0.722751,-0.6033042,0
-0.5567387,0.44521004,-1.3791434,-0.9070026,0.98071456,0.14660448,-0.73293084,-1.3151529,-2.4108768,0.93072903,0.42034566,-1.3718531,-0.21445644,-0.1549013,0.49894136,0.20889421,0.06200245,0.06558555,-0.96041656,-0.1849002,0
-1.4653313,-0.75933933,0.0852464,1.0444099,1.8038249,0.17367879,0.9226688,-1.4482412,0.76108944,0.09591322,-1.0444372,-1.3417413,1.2994902,0.8339156,-0.31627214,0.19842678,0.88390195,-0.91369367,2.470547,-1.5409207,0
-0.012777597,0.5005817,-0.9063789,0.3552023,-0.31136292,0.14202756,0.55429167,0.80410856,-0.67380035,-0.7105782,1.3013963,-0.76015234,-1.3009185,-0.1857188,-0.8802786,-2.5387402,-0.25596544,-0.056384027,-0.12974373,0.002539575,0
0.94976926,-0.19528478,-0.08942905,-1.4953899,0.22728762,-0.47599414,0.47531563,2.48294,1.3772411,-0.90211576,-0.800183,0.20357797,0.0144393,-0.2045889,-0.9787502,-1.0975362,0.5165777,-0.77151483,0.61501765,-0.35819536,0
-1.0906172,-1.3009241,2.0848382,-0.35546225,-0.46604317,1.698819,1.1586403,0.44137084,-0.40771976,-1.1764987,0.6249893,-0.44270006,-0.86041605,-1.1520815,-1.4152766,0.6433833,-0.0216147,-1.8667732,0.8263456,-0.118508235,0
0.074260294,1.4752741,-0.45195115,0.45933607,-1.7145782,-0.6631615,-0.46434683,-0.042558044,-0.20739907,0.7744274,0.51542604,0.89239186,1.3090684,-1.5267524,-0.02746296,0.45985925,1.076411,-0.55757916,1.1346234,0.7052163,0
0.26078492,-0.076045424,0.86241806,0.7302584,-1.5389043,-1.5769498,-0.029283464,-0.6734114,-0.08296508,-1.249554,0.81746364,-0.35786778,-1.3070332,-1.3182919,0.52130693,-2.0701568,0.9705658,-1.2878371,0.38526085,0.42782924,0
1.6018863,-1.4197735,1.5035808,0.9623127,-1.686167,-1.4865544,-0.784598,-0.2412117,1.5000418,-0.46344692,0.9752418,-0.5958961,1.0165908,0.24618548,0.22610006,0.88361204,-1.103015,-1.1365917,1.9271178,-0.22789785,0
2.265237,0.9381908,1.041441,-1.2115076,0.04216367,-0.8188777,-1.7798772,0.8270394,-1.9985912,0.11279656,-0.7444083,0.43209743,-0.28773752,0.69555265,-0.6519174,-0.09230788,-0.5715857,0.80781984,0.8691359,-0.3658927,0
0.42395926,-0.79784185,1.8410208,0.22374988,-1.7323874,0.08796686,-1.6035607,-0.67510444,1.5879362,0.24026662,0.9442674,-2.0989938,-0.6180733,-2.0322285,-0.5939005,-0.3181382,-0.9469047,-1.0241075,1.0096256,-1.3077612,0
0.12461841,-0.5474416,-2.393842,0.69605166,0.75559974,0.09797029,1.3076808,-0.064392924,-0.33299136,0.80091405,0.33357435,-0.15019897,-0.34760624,0.25196052,-1.2496758,0.8696361,-2.6346717,0.9901389,-1.5132366,0.30548608,0
-0.7101283,0.25096807,1.8273253,1.4342825,-1.4178455,-0.37463072,-0.0041001746,-0.19443536,-0.99611974,-0.86620474,-1.3582633,-0.07460016,-1.0472999,0.51924723,-0.43733624,1.522103,-0.49795038,0.6742916,-0.15736307,-0.034824878,0
2.0510972,-1.5171593,0.55744195,-0.6621121,0.21033877,-1.3901727,0.34902728,0.95769274,0.6502676,-0.75713015,-0.963129,1.1184114,-0.4360909,2.3736022,2.3599873,1.7302879,-2.0665812,-0.6839658,-0.4189207,0.44189468,0
0.47004217,-0.8258019,0.64071673,-1.4153533,-0.09034842,1.4424376,0.25829518,1.075759,-0.16351728,-1.3385012,-0.80010986,-2.1264203,0.24937347,-0.43114474,1.6403273,-2.0228238,-0.58929455,-0.36342728,0.8631997,-1.3997992,0
-0.7647528,-0.25510955,0.05741337,-1.3478063,0.57801026,-0.5178687,-1.2606453,-1.6662381,-1.999696,-0.61240894,1.3631934,0.050726056,-0.18578479,0.6905115,0.6612217,1.1454952,-0.22805107,-1.138231,-0.3300286,1.1239513,0
-1.7933202,0.8274144,0.032206357,-1.2765664,-0.9188651,0.36877704,-0.7930356,1.7328805,0.19411948,0.22746666,1.630414,-0.17182323,0.6894329,0.6050007,-0.9518285,0.41998348,-0.66897595,-2.1106427,-1.1699682,-0.73218584,0
-3.0289297,0.46562988,-0.8295566,0.4924115,0.20276129,-1.418672,0.12327778,-0.7057484,-0.6970656,1.4867742,-2.0694776,0.7595206,0.6020473,0.3346861,0.15625936,0.26341274,0.67595696,0.5598407,0.93226445,0.3488173,0
-0.085178286,-0.0474865,0.2530481,-0.49168023,2.023092,-1.2775792,-0.24453098,0.8658824,-0.123920135,1.0649931,-1.3992553,-0.8700114,1.650509,1.5673145,0.2860692,0.005480159,-1.1454461,0.974661,0.62750757,2.1893296,0
-0.60357726,0.36978605,-0.50020874,0.7886262,0.05926121,0.9368323,0.62279224,-0.27002257,0.8007566,-1.6178777,-0.37326455,-0.88929147,-0.3619915,0.68618286,-0.88435477,-1.2580969,-2.4158518,-0.8305404,-1.102043,-1.6029626,0
1.9226625,0.3312629,-1.6411465,1.9644852,1.2665496,0.3456707,-0.51582474,0.77649605,1.390801,0.6339673,-0.65363646,-1.1324112,1.3364359,-0.9332318,-0.56984204,0.4188524,-0.245837,-0.3033566,0.25707725,-0.067398965,0
0.18209785,2.6798472,0.75610125,1.2598898,-2.0105348,0.8007317,-0.983162,0.0083159655,-0.15760398,-0.30301172,-1.1452179,1.6536405,0.61466223,-0.14386442,1.0214272,0.18411034,0.6696114,-0.06601032,-0.32207078,0.5296005,0
1.0385743,-0.40782928,0.18707162,-2.2928987,0.73474145,0.70845467,0.5542755,-1.1784077,0.14856072,-0.974851,0.87827504,-0.8653383,-0.73947304,-0.018252507,-0.9240321,-0.64988756,-0.4367392,1.5827672,-0.90638757,-0.8151831,0
0.23991564,-1.9799126,-0.5321049,0.48279446,2.3558593,-0.17832126,-1.1917595,-0.15798105,-1.1437844,-1.4821969,0.27949944,-0.34781623,-0.24180382,1.6791528,-0.68801194,0.14370525,0.7751632,1.1195172,0.5584648,-0.9004005,0
-0.04227993,-0.28249934,0.68987894,-0.3580128,0.35967472,0.73842394,-0.44897297,-0.2755071,-0.51375073,-1.4636538,-1.7327511,1.3920743,-0.87955993,-1.8250054,0.52960986,-0.6704229,-0.56153053,-1.034805,1.2783629,-0.94974685,0
0.93010056,-0.7794845,1.951474,-1.3911127,0.39701486,-1.6064984,-0.23386304,-1.3337878,-0.6327466,0.5857408,-0.033898346,0.5091797,-1.5952485,-0.45528787,1.6326495,1.2031298,1.140339,0.0048231035,-1.4295555,1.5595907,0
-1.0597614,0.7873721,0.31723386,0.54402155,-1.249129,-1.8971524,-0.10767935,0.5170788,-1.3017495,-1.219971,0.6556955,-2.4566965,-0.36159855,-0.21960875,0.14124455,-2.2435467,-0.2776489,-2.1138852,0.025716024,-0.07152735,0
-0.7826842,0.5504539,-0.73694646,1.4838976,0.066594884,1.5233443,1.42501,-0.17978194,-1.5264034,0.52546614,-1.3450106,0.23192573,-0.4704355,0.77149653,0.13876149,-1.6508052,-0.5988567,-0.02458626,-0.73099583,0.65734124,0
1.0078828,-1.3499157,-0.49086958,0.16195682,-1.0045925,1.6359273,0.032656968,-1.0922451,1.2729357,0.8566343,-0.5064455,0.74269956,0.1525819,-0.4489015,-1.1585772,-0.29769084,1.0150404,1.3644279,0.09151089,0.45885485,0
-0.54151905,0.56363285,-0.73560303,-0.5007088,1.9233422,1.2293562,-0.6979578,0.7075489,0.15387402,0.46601307,1.8367095,1.1001153,-1.6279657,-1.5031866,0.04040376,0.32132193,0.89382917,-0.925106,-0.37288785,-0.31998956,0
0.9905237,0.4465257,-1.279546,0.5295078,-0.60202163,0.80310315,1.4121299,0.19806385,-0.9690491,0.5614307,0.28826806,-0.22618282,-0.7302272,-0.08381903,2.8676124,-1.504922,-0.16427779,-1.3097153,-0.25316763,-1.1489003,0
0.37527838,-0.36597186,-0.29179826,-0.543001,1.5709615,-0.15276982,-0.08419739,1.9318954,0.79004633,0.080666736,1.3611553,-0.36002156,-0.012852915,-0.83453923,1.1155065,0.02530659,0.3036243,-0.28570855,-2.6125247,0.05043941,0
-0.30344838,0.49191725,1.46069,0.66040105,2.0862179,-0.02811274,-0.5151615,-1.9613314,1.9136868,0.41857666,-0.82532394,-1.1195258,0.30716234,0.852571,0.9367439,0.3272398,0.18839997,-1.4596326,1.4801172,-1.3020285,0
0.46055722,-0.07608175,-2.1814153,-0.98834586,0.7052604,-0.21115299,-0.19783667,-0.101956844,-1.0783321,-0.10612695,0.27814877,2.0951157,-1.1756898,-0.47003996,-0.6335534,1.1551518,-0.27539745,-1.1448367,-0.07556766,0.23914036,0
-0.35476226,-0.9265062,0.3365819,0.2289806,0.6479928,1.3288305,1.379141,-0.07263623,-0.29461497,-0.06451355,0.3108793,-0.3189782,0.06618722,1.1094935,1.2287626,1.7658409,0.4693365,-0.056392506,1.5755944,-1.2109225,0
